#;Player;Pos;Team;FPT;CR;GP;MIN;ST;PTS;REB;AST;STL;BLK;BA;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;TOV;PF;FD;+/-
119;K. Diop;C;BKN;6.3;6.9;2;14.6;0;1.0;4.5;0.0;0.0;1.0;0.0;0.5;0.5;100.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.5;1.0;1.0;1.5;1.0
120;T. Walkup;G;OLY;6.3;9.8;2;20.7;1;2.0;2.0;6.0;0.5;0.0;0.5;0.5;3.5;14.3;0.0;1.0;0.0;1.0;1.0;100.0;0.5;1.5;1.0;2.5;2.5;-5.5
121;A. Brooks;G;EA7;6.2;10.9;2;13.9;0;9.0;3.0;0.0;0.0;0.0;0.0;3.5;6.0;58.3;2.0;4.5;44.4;0.0;0.0;0.0;0.0;3.0;1.0;2.5;0.0;-3.5
122;A. Zagars;G;FBB;6.2;8.6;2;8.3;0;7.0;0.0;1.5;0.0;0.0;0.0;2.0;3.0;66.7;1.0;1.5;66.7;2.0;3.0;66.7;0.0;0.0;0.5;1.5;1.0;7.5
123;J. Blossomgame;F;ASM;6.1;8.2;2;20.7;1;7.0;2.5;0.0;0.0;0.0;0.0;2.5;5.5;45.5;1.0;2.5;40.0;1.0;3.0;33.3;1.0;1.5;0.0;1.5;2.5;7.0
124;D. Hall;G;FBB;6.1;7.7;2;21.5;0;2.5;2.5;2.5;0.0;0.0;0.0;0.5;2.5;20.0;0.5;1.0;50.0;1.0;1.0;100.0;1.0;1.5;1.0;0.5;1.5;11.0
125;J. Dibartolomeo;G;MTA;6.1;6.2;2;18.0;0;5.5;1.5;0.0;1.0;0.0;0.0;1.5;3.5;42.9;1.5;3.5;42.9;1.0;1.0;100.0;0.5;1.0;0.5;2.5;2.5;-1.5
126;K. Papanikolaou;F;OLY;6.1;9.7;2;16.9;0;3.5;2.5;1.0;0.0;0.0;0.0;1.0;2.0;50.0;1.0;2.0;50.0;0.5;1.0;50.0;0.5;2.0;0.0;2.0;2.0;-3.0
127;E. Ndiaye;C;RMB;6.1;6.4;2;19.6;2;5.0;2.0;0.0;0.5;0.0;0.0;1.5;2.5;60.0;1.0;2.0;50.0;1.0;1.5;66.7;0.5;1.5;0.0;1.5;1.0;-1.5
128;S. Brown;G;PAR;6.0;9.0;2;24.5;2;8.0;3.5;2.5;1.5;0.0;2.0;3.0;8.0;37.5;1.0;3.0;33.3;1.0;1.0;100.0;0.5;3.0;1.5;1.5;0.5;-4.5
129;M. Morgan;G;VIR;6.0;9.6;2;15.9;0;6.5;2.0;2.0;0.0;0.0;0.5;2.0;4.0;50.0;2.0;3.5;57.1;0.5;1.0;50.0;0.0;2.0;0.5;2.5;1.5;3.0
130;D. Lighty;F;ASV;5.9;6.2;2;18.0;1;4.0;2.0;1.0;1.0;0.0;0.0;1.5;3.0;50.0;1.0;2.0;50.0;0.0;0.0;0.0;0.0;2.0;0.0;1.5;0.5;1.0
131;K. Baldwin;G;BKN;5.8;8.0;2;17.4;0;6.5;0.5;3.0;0.5;0.5;0.0;3.0;6.5;46.2;0.5;1.5;33.3;0.0;0.0;0.0;0.0;0.5;1.0;2.5;1.5;-3.5
132;N. Melli;F;FBB;5.5;12.1;2;20.3;0;3.5;5.5;0.5;0.5;1.0;0.0;1.5;3.5;42.9;0.5;1.5;33.3;0.0;0.0;0.0;1.5;4.0;0.0;4.0;0.0;10.5
133;K. Mitoglou;F;PAO;5.5;10.8;2;13.4;2;4.5;3.5;0.0;0.5;0.0;0.0;1.5;2.5;60.0;0.5;0.5;100.0;1.0;1.0;100.0;0.5;3.0;0.0;3.0;0.5;3.5
134;L. Birutis;C;ZAL;5.4;7.9;2;14.4;2;3.5;3.5;0.5;0.0;1.0;0.0;1.5;2.5;60.0;0.0;0.0;0.0;0.5;1.5;33.3;1.5;2.0;1.0;2.0;1.5;-4.0
135;J. Lauvergne;C;ASV;5.1;10.3;2;20.6;1;9.5;4.0;0.5;0.0;0.0;0.5;4.5;10.0;45.0;0.5;1.5;33.3;0.0;0.0;0.0;2.5;1.5;2.0;2.0;1.0;-7.5
136;G. Ricci;F;EA7;5.0;5.0;2;14.3;1;4.0;2.5;0.0;0.5;0.0;0.0;1.0;1.5;66.7;1.0;1.5;66.7;1.0;1.0;100.0;1.5;1.0;0.5;2.5;1.0;6.0
137;V. Poirier;C;EFS;4.7;12.2;2;12.8;0;3.5;1.5;1.0;0.5;2.0;0.5;1.0;2.0;50.0;0.0;0.0;0.0;1.5;3.0;50.0;0.5;1.0;1.0;2.0;2.0;-7.5
138;T. Williams;F;BER;4.5;13.3;2;22.1;1;9.5;3.5;2.0;0.0;0.5;0.0;4.0;9.5;42.1;1.5;5.0;30.0;0.0;0.0;0.0;2.0;1.5;2.5;3.0;0.0;-7.5
139;F. Causeur;G;EA7;4.5;7.2;2;17.3;1;3.5;2.5;2.5;1.0;0.0;0.5;0.5;3.5;14.3;0.0;0.5;0.0;2.5;3.0;83.3;1.0;1.5;1.0;2.5;2.0;-1.5
140;N. Hifi;G;PBB;4.5;10.8;2;17.9;0;10.5;1.0;1.0;1.0;0.0;0.0;3.5;11.0;31.8;1.5;6.0;25.0;2.0;3.0;66.7;0.5;0.5;0.5;2.0;2.0;3.0
141;M. Strazel;G;ASM;4.4;5.9;2;24.2;1;9.0;0.0;1.0;0.0;0.0;0.0;3.0;5.5;54.5;2.0;4.0;50.0;1.0;1.5;66.7;0.0;0.0;1.0;3.5;1.5;2.0
142;M. Ndiaye;F;ASV;4.2;7.0;2;15.3;0;5.5;2.5;2.0;0.5;0.5;0.0;2.0;4.5;44.4;1.0;2.5;40.0;0.5;0.5;100.0;0.5;2.0;2.5;3.0;1.0;1.0
143;R. Sorkin;F;MTA;4.2;8.1;2;21.2;2;7.0;3.0;1.0;0.5;0.5;0.5;2.5;7.5;33.3;0.5;2.5;20.0;1.5;2.0;75.0;0.5;2.5;0.5;3.0;1.5;3.0
144;C. Metu;F;BAR;4.1;13.0;2;20.5;0;8.0;3.0;0.0;1.5;1.0;0.5;3.5;9.5;36.8;0.5;5.0;10.0;0.5;1.0;50.0;1.0;2.0;0.5;3.5;1.5;1.0
145;D. Brankovic;C;BAY;4.1;6.5;2;9.2;0;4.0;2.0;0.0;0.5;0.5;0.0;1.0;1.5;66.7;0.0;0.0;0.0;2.0;2.0;100.0;1.5;0.5;1.0;2.5;1.0;-4.5
146;Y. Wetzell;F;BER;4.0;7.2;2;19.3;1;6.5;4.5;0.5;0.0;0.0;1.0;2.5;6.5;38.5;0.0;0.0;0.0;1.5;2.0;75.0;1.5;3.0;2.0;2.0;2.0;-15.0
147;M. Spagnolo;G;BER;4.0;7.8;2;21.1;1;7.5;2.5;1.5;0.0;0.0;0.0;3.5;7.5;46.7;0.0;2.0;0.0;0.5;1.0;50.0;0.5;2.0;3.0;1.5;1.5;-6.5
148;I. Lundberg;G;PAR;4.0;8.2;2;17.9;2;8.0;1.5;2.0;0.5;0.0;0.5;3.5;9.0;38.9;1.0;2.5;40.0;0.0;0.0;0.0;0.5;1.0;1.5;2.0;1.5;1.5
149;F. Ntilikina;G;PAR;4.0;11.3;2;19.4;0;7.0;0.5;0.5;0.0;0.0;0.0;2.5;4.5;55.6;2.0;3.5;57.1;0.0;0.0;0.0;0.0;0.5;0.5;2.0;0.5;-5.5
150;T. Ward;F;PBB;4.0;10.0;2;27.4;2;7.0;2.5;1.0;1.0;0.0;1.0;2.5;9.0;27.8;0.5;5.0;10.0;1.5;3.0;50.0;0.5;2.0;0.5;2.5;4.5;-8.0
151;A. Abalde;F;RMB;3.9;5.9;2;13.9;1;3.5;2.5;0.5;0.5;0.0;0.0;1.0;3.0;33.3;0.5;2.5;20.0;1.0;1.0;100.0;0.5;2.0;1.0;1.0;0.5;7.0
152;E. Ulanovas;F;ZAL;3.9;9.9;2;18.0;0;3.0;3.5;1.0;1.0;0.0;0.0;1.0;4.5;22.2;0.0;2.0;0.0;1.0;1.5;66.7;1.5;2.0;1.0;3.0;3.0;-5.0
153;L. Vildoza;G;OLY;3.8;11.3;2;13.7;1;3.5;1.0;2.0;0.5;0.0;0.0;1.5;2.5;60.0;0.5;1.5;33.3;0.0;0.0;0.0;0.0;1.0;1.0;1.5;0.0;9.0
154;S. Llull;G;RMB;3.6;6.3;2;13.8;0;2.5;1.5;0.5;1.0;0.0;0.0;1.0;3.5;28.6;0.5;3.0;16.7;0.0;0.0;0.0;0.0;1.5;0.0;0.5;1.0;-9.0
155;A. Polonara;F;VIR;3.5;7.6;2;16.3;0;2.0;2.0;2.0;0.0;1.5;0.0;1.0;4.0;25.0;0.0;2.0;0.0;0.0;0.0;0.0;0.5;1.5;0.0;1.5;0.5;-8.5
156;A. Butkevicius;F;ZAL;3.4;6.2;2;21.9;2;3.5;2.5;0.5;1.5;0.0;0.0;1.0;4.0;25.0;1.0;3.0;33.3;0.5;1.0;50.0;1.0;1.5;0.0;3.0;1.5;6.5
157;M. Daum;F;CZV;3.3;8.0;2;12.8;2;3.5;3.5;0.0;0.0;0.0;0.0;1.5;3.5;42.9;0.5;2.0;25.0;0.0;0.0;0.0;0.0;3.5;1.0;1.5;0.5;0.0
158;Y. Fall;C;BAR;3.3;10.1;1;4.4;0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0
159;S. Sanli;C;FBB;3.3;6.1;2;7.9;1;5.0;2.5;1.0;0.0;0.0;0.0;2.0;4.0;50.0;1.0;2.0;50.0;0.0;0.0;0.0;0.5;2.0;0.5;3.5;0.5;-2.5
160;O. Da Silva;F;BAY;3.2;6.7;2;12.8;0;3.5;1.0;0.0;0.5;0.0;0.0;1.0;1.5;66.7;0.5;0.5;100.0;1.0;1.0;100.0;0.5;0.5;0.5;2.0;1.0;-8.5
161;S. Johnson;F;EFS;3.1;13.0;2;12.1;2;2.5;2.5;0.5;1.0;0.0;0.5;1.0;2.5;40.0;0.5;1.5;33.3;0.0;0.0;0.0;1.0;1.5;0.5;1.0;0.0;1.5
162;E. Rapieque;F;BER;3.0;0.0;2;10.6;1;4.0;1.0;1.5;1.0;0.0;0.5;2.0;5.0;40.0;0.0;3.0;0.0;0.0;0.0;0.0;0.5;0.5;0.5;1.0;0.5;-1.0
163;A. Smailagic;F;ZAL;3.0;8.0;2;7.9;0;3.5;2.0;0.5;1.0;0.0;0.0;1.5;4.0;37.5;0.5;2.5;20.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.5;4.0
164;R. Smits;F;EFS;2.8;9.0;2;16.0;0;3.0;2.5;0.0;1.0;0.0;0.0;1.5;4.5;33.3;0.0;2.0;0.0;0.0;0.0;0.0;0.5;2.0;0.5;1.5;1.0;0.5
165;A. Peters;F;OLY;2.8;11.4;2;12.5;0;3.5;1.5;0.0;0.0;0.0;0.5;1.5;3.0;50.0;0.0;0.5;0.0;0.5;0.5;100.0;0.5;1.0;0.0;1.0;0.5;1.5
166;N. Rogkavopoulos;F;BKN;2.6;7.2;2;10.6;0;4.0;2.0;0.5;0.5;0.5;0.0;1.5;5.0;30.0;1.0;3.0;33.3;0.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;-5.0
167;J. Nunez;G;BAR;2.6;8.4;2;8.1;1;0.0;2.0;2.0;0.5;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.5;0.5;1.0;1.0;2.5
168;M. Belinelli;G;VIR;2.5;8.3;2;17.5;0;6.5;1.0;1.0;0.5;0.5;0.5;2.5;6.5;38.5;1.0;2.0;50.0;0.5;0.5;100.0;0.5;0.5;1.5;1.5;0.5;-2.5
169;O. Dobric;G;CZV;2.2;6.8;2;10.9;0;1.0;0.5;1.5;0.5;0.0;0.0;0.5;1.5;33.3;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;1.0;0.5;-1.0
170;R. Giedraitis;F;CZV;2.2;10.2;2;19.2;0;3.5;2.0;0.5;0.5;0.0;0.0;1.0;2.5;40.0;0.5;1.5;33.3;1.0;1.0;100.0;1.5;0.5;0.5;3.0;0.5;2.5
171;G. Bortolani;G;EA7;2.2;4.0;1;3.7;0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;33.3;0.0;1.0;0.0;1.0;2.0;50.0;1.0;0.0;0.0;0.0;1.0;-3.0
172;F. Petrusev;F;OLY;2.1;7.4;2;14.8;0;8.5;2.5;0.5;0.0;0.0;0.5;2.5;6.5;38.5;0.0;1.5;0.0;3.5;5.0;70.0;1.0;1.5;2.0;4.5;3.0;-7.5
173;T. Schneider;F;BER;2.0;4.6;1;5.4;0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;100.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;-6.0
174;I. Kharchenkov;G;BAY;2.0;4.3;1;2.3;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-15.0
175;J. Cohen;F;MTA;2.0;4.8;1;5.9;0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;33.3;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;-2.0
176;V. Brown;F;ASM;1.9;8.5;2;4.6;0;2.0;1.5;0.0;0.5;0.0;0.0;0.5;2.5;20.0;0.0;1.5;0.0;1.0;1.0;100.0;1.0;0.5;0.0;1.0;0.5;-2.5
177;E. Osmani;F;EFS;1.6;5.2;2;14.0;2;3.5;1.0;0.5;0.5;0.5;0.5;1.5;4.5;33.3;0.5;1.0;50.0;0.0;0.0;0.0;0.5;0.5;0.0;1.0;0.0;-0.5
178;T. Dorsey;G;OLY;1.5;9.2;2;16.4;1;4.0;1.0;1.0;0.0;0.0;0.0;1.0;5.0;20.0;0.0;3.5;0.0;2.0;2.0;100.0;0.0;1.0;1.5;2.0;3.0;-8.0
179;L. Cavaliere;F;PBB;1.5;7.3;2;8.2;0;1.0;0.5;0.0;0.0;0.0;0.0;0.5;0.5;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.5;-5.5
180;T. Tarpey;G;ASM;1.1;5.7;1;0.2;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
181;O. Jaramaz;G;BKN;1.1;7.6;1;1.1;0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
182;Y. Dos Santos;G;CZV;1.1;9.2;2;13.1;1;2.5;1.5;1.5;0.5;0.0;0.5;1.0;5.0;20.0;0.5;2.5;20.0;0.0;0.0;0.0;0.0;1.5;2.5;0.5;2.5;-3.0
183;E. Jackson;G;ASV;1.1;5.2;2;17.3;0;3.5;2.5;0.5;0.0;0.0;0.5;1.5;5.0;30.0;0.5;1.5;33.3;0.0;0.0;0.0;1.5;1.0;1.0;1.0;0.5;-4.0
184;M. Grigonis;G;PAO;1.1;7.6;2;13.9;1;2.5;1.0;1.0;0.0;0.5;0.0;1.0;4.5;22.2;0.5;3.5;14.3;0.0;0.0;0.0;0.5;0.5;1.0;0.5;1.0;5.5
185;A. Pokusevski;F;PAR;1.0;8.8;1;3.6;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-4.0
186;H. Gonzalez;F;RMB;1.0;4.7;1;7.5;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0
187;D. Hackett;G;VIR;1.0;8.8;2;12.6;2;2.5;0.0;0.5;0.5;0.0;0.0;0.5;1.0;50.0;0.5;0.5;100.0;1.0;1.0;100.0;0.0;0.0;0.5;2.5;1.0;-3.5
188;D. Davidovac;F;CZV;0.7;5.8;2;5.4;0;1.0;0.5;0.5;0.0;0.0;0.0;0.5;1.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;1.0;0.0;-1.5
189;B. Dunston;C;ZAL;0.6;6.8;2;18.8;0;1.5;4.5;0.0;0.0;0.5;0.0;0.5;2.5;20.0;0.0;0.0;0.0;0.5;1.0;50.0;3.0;1.5;0.5;4.0;1.0;1.0
190;T. Wallace;G;ZAL;0.4;11.4;2;11.2;2;4.0;1.5;1.0;0.5;0.0;0.5;2.0;5.5;36.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.5;3.0;1.5;1.5;-3.0
191;N. Weiler-babb;G;BAY;0.1;6.8;2;17.9;2;3.0;0.5;2.5;1.0;0.0;0.5;1.0;4.5;22.2;1.0;3.0;33.3;0.0;0.0;0.0;0.0;0.5;2.5;1.5;1.0;-3.0
192;A. Feliz;G;RMB;0.1;9.6;2;9.1;1;1.0;0.0;1.5;0.5;0.0;0.0;0.5;1.5;33.3;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.5;1.0;0.5;-9.0
193;J. Mattisseck;G;BER;0.0;4.3;2;11.8;1;3.0;0.5;0.0;0.5;0.0;0.5;1.0;3.0;33.3;0.5;2.0;25.0;0.5;0.5;100.0;0.0;0.5;0.0;2.0;0.5;-4.5
194;B. Lazic;G;CZV;0.0;4.0;1;0.2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
195;S. Wilbekin;G;FBB;0.0;10.4;1;2.1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-3.0
196;R. Menco;F;MTA;0.0;4.7;1;4.4;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-8.0
197;N. Akele;F;VIR;0.0;4.7;1;0.8;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0
198;L. Lekavicius;G;ZAL;0.0;5.4;2;5.3;0;1.5;0.0;0.5;0.0;0.0;0.0;0.5;2.0;25.0;0.5;1.0;50.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;2.5
199;J. Nwora;F;EFS;-0.5;12.0;2;13.0;0;5.0;2.5;1.0;0.0;0.0;0.5;2.0;8.0;25.0;0.5;4.5;11.1;0.5;0.5;100.0;0.5;2.0;2.0;2.0;1.5;-4.0
200;S. Tonut;G;EA7;-0.5;5.2;2;9.5;0;1.0;0.5;0.0;0.0;0.0;0.0;0.5;0.5;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;2.0;0.0;0.0
201;A. Kaba;C;MTA;-0.5;11.0;2;2.6;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.5;0.0;-2.0
202;W. Rayman;F;MTA;-0.5;5.9;2;3.4;0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;-1.5
203;L. Kratzer;C;PBB;-0.5;7.0;2;11.0;0;2.5;1.5;0.0;0.5;0.0;0.0;1.0;2.5;40.0;0.0;0.0;0.0;0.5;1.0;50.0;1.0;0.5;1.0;3.5;1.5;0.0
204;U. Plavsic;C;CZV;-0.9;7.0;1;2.5;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;50.0;0.0;0.0;0.0;2.0;1.0;-5.0
205;M. Fall;C;OLY;-0.9;12.2;1;6.5;0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;2.0;3.0;-3.0
206;P. Kalaitzakis;F;PAO;-0.9;4.3;2;3.3;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0
207;M. Mitchell;F;ZAL;-0.9;9.6;2;14.2;0;3.0;3.5;0.0;0.5;0.0;0.0;1.5;7.5;20.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;1.5;0.5;2.0;0.5;-2.5
208;D. Ozdemiroglu;G;EFS;-1.0;5.5;1;1.2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-6.0
209;U. Garuba;F;RMB;-1.0;10.8;1;4.6;0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;-4.0
210;R. Tucker;G;VIR;-1.0;11.3;1;6.3;0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;3.0;33.3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
211;J. Hollatz;G;EFS;-1.8;6.0;1;4.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;-6.0
212;C. Kahudi;F;ASV;-1.9;5.0;2;5.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.5
213;G. Procida;F;BER;-2.0;7.7;1;10.7;0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;6.0;16.7;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-11.0
214;D. Mc Cormack;C;EA7;-2.8;9.7;2;10.1;1;1.0;0.5;0.0;0.0;0.0;0.0;0.5;2.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;2.0;0.0;1.0
215;Y. Ouattara;G;PBB;-5.0;5.1;2;13.7;2;0.0;1.0;0.0;0.5;0.0;0.0;0.0;5.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.5;0.0;-1.5
